epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,valid_mae_epoch,valid_mse_epoch
,9.817549228764197e-05,9.817549228764197e-05,1399,,,
,9.817549228764197e-05,9.817549228764197e-05,1399,,,
,9.817549228764197e-05,9.817549228764197e-05,1399,,,
,9.817549228764197e-05,9.817549228764197e-05,1399,,,
,9.817549228764197e-05,9.817549228764197e-05,1399,,,
,9.817549228764197e-05,9.817549228764197e-05,1399,,,
,9.817549228764197e-05,9.817549228764197e-05,1399,,,
,9.817549228764197e-05,9.817549228764197e-05,1399,,,
,9.817549228764197e-05,9.817549228764197e-05,1399,,,
,9.817549228764197e-05,9.817549228764197e-05,1399,,,
26,,,1399,0.2966790199279785,,
26,,,1430,,0.42511990666389465,0.29786416888237
,9.76362055059387e-05,9.76362055059387e-05,1449,,,
,9.76362055059387e-05,9.76362055059387e-05,1449,,,
,9.76362055059387e-05,9.76362055059387e-05,1449,,,
,9.76362055059387e-05,9.76362055059387e-05,1449,,,
,9.76362055059387e-05,9.76362055059387e-05,1449,,,
,9.76362055059387e-05,9.76362055059387e-05,1449,,,
,9.76362055059387e-05,9.76362055059387e-05,1449,,,
,9.76362055059387e-05,9.76362055059387e-05,1449,,,
,9.76362055059387e-05,9.76362055059387e-05,1449,,,
,9.76362055059387e-05,9.76362055059387e-05,1449,,,
,9.76362055059387e-05,9.76362055059387e-05,1449,,,
,9.76362055059387e-05,9.76362055059387e-05,1449,,,
,9.76362055059387e-05,9.76362055059387e-05,1449,,,
,9.76362055059387e-05,9.76362055059387e-05,1449,,,
,9.76362055059387e-05,9.76362055059387e-05,1449,,,
,9.76362055059387e-05,9.76362055059387e-05,1449,,,
27,,,1449,0.36011338233947754,,
27,,,1483,,0.422893226146698,0.2938317060470581
,9.702907923534574e-05,9.702907923534574e-05,1499,,,
,9.702907923534574e-05,9.702907923534574e-05,1499,,,
,9.702907923534574e-05,9.702907923534574e-05,1499,,,
,9.702907923534574e-05,9.702907923534574e-05,1499,,,
,9.702907923534574e-05,9.702907923534574e-05,1499,,,
,9.702907923534574e-05,9.702907923534574e-05,1499,,,
,9.702907923534574e-05,9.702907923534574e-05,1499,,,
,9.702907923534574e-05,9.702907923534574e-05,1499,,,
,9.702907923534574e-05,9.702907923534574e-05,1499,,,
,9.702907923534574e-05,9.702907923534574e-05,1499,,,
,9.702907923534574e-05,9.702907923534574e-05,1499,,,
,9.702907923534574e-05,9.702907923534574e-05,1499,,,
,9.702907923534574e-05,9.702907923534574e-05,1499,,,
,9.702907923534574e-05,9.702907923534574e-05,1499,,,
,9.702907923534574e-05,9.702907923534574e-05,1499,,,
,9.702907923534574e-05,9.702907923534574e-05,1499,,,
28,,,1499,0.13899394869804382,,
28,,,1536,,0.42175158858299255,0.293483704328537
,9.635497900265709e-05,9.635497900265709e-05,1549,,,
,9.635497900265709e-05,9.635497900265709e-05,1549,,,
,9.635497900265709e-05,9.635497900265709e-05,1549,,,
,9.635497900265709e-05,9.635497900265709e-05,1549,,,
,9.635497900265709e-05,9.635497900265709e-05,1549,,,
,9.635497900265709e-05,9.635497900265709e-05,1549,,,
,9.635497900265709e-05,9.635497900265709e-05,1549,,,
,9.635497900265709e-05,9.635497900265709e-05,1549,,,
,9.635497900265709e-05,9.635497900265709e-05,1549,,,
,9.635497900265709e-05,9.635497900265709e-05,1549,,,
,9.635497900265709e-05,9.635497900265709e-05,1549,,,
,9.635497900265709e-05,9.635497900265709e-05,1549,,,
,9.635497900265709e-05,9.635497900265709e-05,1549,,,
,9.635497900265709e-05,9.635497900265709e-05,1549,,,
,9.635497900265709e-05,9.635497900265709e-05,1549,,,
,9.635497900265709e-05,9.635497900265709e-05,1549,,,
29,,,1549,0.16011208295822144,,
29,,,1589,,0.4161766767501831,0.27973517775535583
,9.561486581358356e-05,9.561486581358356e-05,1599,,,
,9.561486581358356e-05,9.561486581358356e-05,1599,,,
,9.561486581358356e-05,9.561486581358356e-05,1599,,,
,9.561486581358356e-05,9.561486581358356e-05,1599,,,
,9.561486581358356e-05,9.561486581358356e-05,1599,,,
,9.561486581358356e-05,9.561486581358356e-05,1599,,,
,9.561486581358356e-05,9.561486581358356e-05,1599,,,
,9.561486581358356e-05,9.561486581358356e-05,1599,,,
,9.561486581358356e-05,9.561486581358356e-05,1599,,,
,9.561486581358356e-05,9.561486581358356e-05,1599,,,
,9.561486581358356e-05,9.561486581358356e-05,1599,,,
,9.561486581358356e-05,9.561486581358356e-05,1599,,,
,9.561486581358356e-05,9.561486581358356e-05,1599,,,
,9.561486581358356e-05,9.561486581358356e-05,1599,,,
,9.561486581358356e-05,9.561486581358356e-05,1599,,,
,9.561486581358356e-05,9.561486581358356e-05,1599,,,
30,,,1599,0.20761816203594208,,
30,,,1642,,0.42090603709220886,0.285069078207016
,9.480979478273098e-05,9.480979478273098e-05,1649,,,
,9.480979478273098e-05,9.480979478273098e-05,1649,,,
,9.480979478273098e-05,9.480979478273098e-05,1649,,,
,9.480979478273098e-05,9.480979478273098e-05,1649,,,
,9.480979478273098e-05,9.480979478273098e-05,1649,,,
,9.480979478273098e-05,9.480979478273098e-05,1649,,,
,9.480979478273098e-05,9.480979478273098e-05,1649,,,
,9.480979478273098e-05,9.480979478273098e-05,1649,,,
,9.480979478273098e-05,9.480979478273098e-05,1649,,,
,9.480979478273098e-05,9.480979478273098e-05,1649,,,
,9.480979478273098e-05,9.480979478273098e-05,1649,,,
,9.480979478273098e-05,9.480979478273098e-05,1649,,,
,9.480979478273098e-05,9.480979478273098e-05,1649,,,
,9.480979478273098e-05,9.480979478273098e-05,1649,,,
,9.480979478273098e-05,9.480979478273098e-05,1649,,,
,9.480979478273098e-05,9.480979478273098e-05,1649,,,
31,,,1649,0.3374456465244293,,
31,,,1695,,0.42100298404693604,0.2832418978214264
,9.39409136294158e-05,9.39409136294158e-05,1699,,,
,9.39409136294158e-05,9.39409136294158e-05,1699,,,
,9.39409136294158e-05,9.39409136294158e-05,1699,,,
,9.39409136294158e-05,9.39409136294158e-05,1699,,,
,9.39409136294158e-05,9.39409136294158e-05,1699,,,
,9.39409136294158e-05,9.39409136294158e-05,1699,,,
,9.39409136294158e-05,9.39409136294158e-05,1699,,,
,9.39409136294158e-05,9.39409136294158e-05,1699,,,
,9.39409136294158e-05,9.39409136294158e-05,1699,,,
,9.39409136294158e-05,9.39409136294158e-05,1699,,,
,9.39409136294158e-05,9.39409136294158e-05,1699,,,
,9.39409136294158e-05,9.39409136294158e-05,1699,,,
,9.39409136294158e-05,9.39409136294158e-05,1699,,,
,9.39409136294158e-05,9.39409136294158e-05,1699,,,
,9.39409136294158e-05,9.39409136294158e-05,1699,,,
,9.39409136294158e-05,9.39409136294158e-05,1699,,,
32,,,1699,0.36292362213134766,,
32,,,1748,,0.42627009749412537,0.286653995513916
,9.300946104146189e-05,9.300946104146189e-05,1749,,,
,9.300946104146189e-05,9.300946104146189e-05,1749,,,
,9.300946104146189e-05,9.300946104146189e-05,1749,,,
,9.300946104146189e-05,9.300946104146189e-05,1749,,,
,9.300946104146189e-05,9.300946104146189e-05,1749,,,
,9.300946104146189e-05,9.300946104146189e-05,1749,,,
,9.300946104146189e-05,9.300946104146189e-05,1749,,,
,9.300946104146189e-05,9.300946104146189e-05,1749,,,
,9.300946104146189e-05,9.300946104146189e-05,1749,,,
,9.300946104146189e-05,9.300946104146189e-05,1749,,,
,9.300946104146189e-05,9.300946104146189e-05,1749,,,
,9.300946104146189e-05,9.300946104146189e-05,1749,,,
,9.300946104146189e-05,9.300946104146189e-05,1749,,,
,9.300946104146189e-05,9.300946104146189e-05,1749,,,
,9.300946104146189e-05,9.300946104146189e-05,1749,,,
,9.300946104146189e-05,9.300946104146189e-05,1749,,,
33,,,1749,0.46063241362571716,,
,9.201676490931186e-05,9.201676490931186e-05,1799,,,
,9.201676490931186e-05,9.201676490931186e-05,1799,,,
,9.201676490931186e-05,9.201676490931186e-05,1799,,,
,9.201676490931186e-05,9.201676490931186e-05,1799,,,
,9.201676490931186e-05,9.201676490931186e-05,1799,,,
,9.201676490931186e-05,9.201676490931186e-05,1799,,,
,9.201676490931186e-05,9.201676490931186e-05,1799,,,
,9.201676490931186e-05,9.201676490931186e-05,1799,,,
,9.201676490931186e-05,9.201676490931186e-05,1799,,,
,9.201676490931186e-05,9.201676490931186e-05,1799,,,
,9.201676490931186e-05,9.201676490931186e-05,1799,,,
,9.201676490931186e-05,9.201676490931186e-05,1799,,,
,9.201676490931186e-05,9.201676490931186e-05,1799,,,
,9.201676490931186e-05,9.201676490931186e-05,1799,,,
,9.201676490931186e-05,9.201676490931186e-05,1799,,,
,9.201676490931186e-05,9.201676490931186e-05,1799,,,
33,,,1799,0.2275732010602951,,
33,,,1801,,0.45092660188674927,0.3053761422634125
,9.096424043296978e-05,9.096424043296978e-05,1849,,,
,9.096424043296978e-05,9.096424043296978e-05,1849,,,
,9.096424043296978e-05,9.096424043296978e-05,1849,,,
,9.096424043296978e-05,9.096424043296978e-05,1849,,,
,9.096424043296978e-05,9.096424043296978e-05,1849,,,
,9.096424043296978e-05,9.096424043296978e-05,1849,,,
,9.096424043296978e-05,9.096424043296978e-05,1849,,,
,9.096424043296978e-05,9.096424043296978e-05,1849,,,
,9.096424043296978e-05,9.096424043296978e-05,1849,,,
,9.096424043296978e-05,9.096424043296978e-05,1849,,,
,9.096424043296978e-05,9.096424043296978e-05,1849,,,
,9.096424043296978e-05,9.096424043296978e-05,1849,,,
,9.096424043296978e-05,9.096424043296978e-05,1849,,,
,9.096424043296978e-05,9.096424043296978e-05,1849,,,
,9.096424043296978e-05,9.096424043296978e-05,1849,,,
,9.096424043296978e-05,9.096424043296978e-05,1849,,,
34,,,1849,0.19648492336273193,,
34,,,1854,,0.4224051535129547,0.27864712476730347
,8.985338810447452e-05,8.985338810447452e-05,1899,,,
,8.985338810447452e-05,8.985338810447452e-05,1899,,,
,8.985338810447452e-05,8.985338810447452e-05,1899,,,
,8.985338810447452e-05,8.985338810447452e-05,1899,,,
,8.985338810447452e-05,8.985338810447452e-05,1899,,,
,8.985338810447452e-05,8.985338810447452e-05,1899,,,
,8.985338810447452e-05,8.985338810447452e-05,1899,,,
,8.985338810447452e-05,8.985338810447452e-05,1899,,,
,8.985338810447452e-05,8.985338810447452e-05,1899,,,
,8.985338810447452e-05,8.985338810447452e-05,1899,,,
,8.985338810447452e-05,8.985338810447452e-05,1899,,,
,8.985338810447452e-05,8.985338810447452e-05,1899,,,
,8.985338810447452e-05,8.985338810447452e-05,1899,,,
,8.985338810447452e-05,8.985338810447452e-05,1899,,,
,8.985338810447452e-05,8.985338810447452e-05,1899,,,
,8.985338810447452e-05,8.985338810447452e-05,1899,,,
35,,,1899,0.21412287652492523,,
35,,,1907,,0.4461979269981384,0.30713021755218506
,8.868579156877946e-05,8.868579156877946e-05,1949,,,
,8.868579156877946e-05,8.868579156877946e-05,1949,,,
,8.868579156877946e-05,8.868579156877946e-05,1949,,,
,8.868579156877946e-05,8.868579156877946e-05,1949,,,
,8.868579156877946e-05,8.868579156877946e-05,1949,,,
,8.868579156877946e-05,8.868579156877946e-05,1949,,,
,8.868579156877946e-05,8.868579156877946e-05,1949,,,
,8.868579156877946e-05,8.868579156877946e-05,1949,,,
,8.868579156877946e-05,8.868579156877946e-05,1949,,,
,8.868579156877946e-05,8.868579156877946e-05,1949,,,
,8.868579156877946e-05,8.868579156877946e-05,1949,,,
,8.868579156877946e-05,8.868579156877946e-05,1949,,,
,8.868579156877946e-05,8.868579156877946e-05,1949,,,
,8.868579156877946e-05,8.868579156877946e-05,1949,,,
,8.868579156877946e-05,8.868579156877946e-05,1949,,,
,8.868579156877946e-05,8.868579156877946e-05,1949,,,
36,,,1949,0.16466937959194183,,
36,,,1960,,0.4788973033428192,0.3499634861946106
,8.746311536608833e-05,8.746311536608833e-05,1999,,,
,8.746311536608833e-05,8.746311536608833e-05,1999,,,
,8.746311536608833e-05,8.746311536608833e-05,1999,,,
,8.746311536608833e-05,8.746311536608833e-05,1999,,,
,8.746311536608833e-05,8.746311536608833e-05,1999,,,
,8.746311536608833e-05,8.746311536608833e-05,1999,,,
,8.746311536608833e-05,8.746311536608833e-05,1999,,,
,8.746311536608833e-05,8.746311536608833e-05,1999,,,
,8.746311536608833e-05,8.746311536608833e-05,1999,,,
,8.746311536608833e-05,8.746311536608833e-05,1999,,,
,8.746311536608833e-05,8.746311536608833e-05,1999,,,
,8.746311536608833e-05,8.746311536608833e-05,1999,,,
,8.746311536608833e-05,8.746311536608833e-05,1999,,,
,8.746311536608833e-05,8.746311536608833e-05,1999,,,
,8.746311536608833e-05,8.746311536608833e-05,1999,,,
,8.746311536608833e-05,8.746311536608833e-05,1999,,,
37,,,1999,0.15095220506191254,,
37,,,2013,,0.460299551486969,0.3280467689037323
